RMSE_log,MAE_log,MedAE_log,R2,RMSE_USD,MAE_USD,MedAE_USD,MAPE,modelo,codificacion,particion,segundos
0.9009640898457504,0.6949957170165134,0.5584480015883635,-0.0001621148492383373,76375.8670892217,48375.07623178485,32675.500000000036,110.27470481104133,Baseline_media,target,0,0.1
0.9082459359125596,0.6896286085749322,0.5446954735848442,-0.016394633731484642,74578.2490416351,48040.32210708118,34508.99999999991,121.76965276998703,Baseline_mediana,target,0,0.1
0.4548296405014625,0.3324172526768046,0.2489435155030817,0.7451099072161307,50022.375269972974,25785.23992408642,13689.12589772511,34.909278352732606,Ridge,target,0,0.1
0.43619265160398724,0.31247756208971295,0.22744139729630408,0.7655705726075112,48963.89048139294,24401.475821699696,12779.272998859185,32.78214956845935,HistGradientBoosting,target,0,0.7
0.43690201589215905,0.3124779294404915,0.2314120815088625,0.7648074644545304,48725.327857872115,24332.50180517536,12646.222656250022,32.97682034640277,XGBoost,target,0,0.7
0.4386937290422168,0.3141517845938697,0.2320310046474372,0.7628744835643129,48849.520568726344,24497.928692699898,12864.496415737402,33.13999005875326,LightGBM,target,0,0.5
0.43258531593709726,0.30975571081266456,0.2251261803192186,0.7694320259472401,48572.39992942317,24155.893383901202,12946.482733323632,32.555633259999745,CatBoost,target,0,2.3
0.895618497512003,0.6919294476187886,0.5510735351153393,-2.882956745997589e-06,77177.35336221746,48708.19248245582,32812.48110410708,108.95956770909166,Baseline_media,target,1,0.1
0.9016563017409431,0.6866591235581084,0.5410096884717763,-0.013531352083370418,75307.45775432374,48379.47797927461,33808.99999999998,120.541763225962,Baseline_mediana,target,1,0.1
0.44266365689306986,0.32903502435673315,0.2469241779381317,0.7557115816381673,48491.69062273231,25579.16565404016,13744.353695758165,35.31492646890858,Ridge,target,1,0.1
0.42352734971672445,0.3110199920668819,0.22995353148187103,0.7763761789531657,47883.12745615579,24575.625057536185,13112.169075520735,33.61990926555451,HistGradientBoosting,target,1,0.6
0.42265608506389757,0.3096444621637194,0.23244235002391633,0.7772952937482227,47332.74059873333,24405.5356284555,13374.376953124949,33.36380039045785,XGBoost,target,1,0.4
0.42463857259260346,0.3111846407631281,0.23817808331225265,0.7752011809313598,47290.73989011558,24519.627100546542,13500.096686772791,33.7913251394891,LightGBM,target,1,0.5
0.419575235074727,0.30746556600284974,0.22877989727033388,0.7805301656136039,47344.90215032326,24258.31961228225,13002.586810247169,33.18904767912294,CatBoost,target,1,2.3
0.8944847229039723,0.6928507142199539,0.5654010016976558,-3.5316493063319854e-08,73673.57125064007,47979.45472208982,33591.82888614328,109.45041608039875,Baseline_media,target,2,0.1
0.8999929347537129,0.6854022465615048,0.5471225249459604,-0.0123539003082076,71875.88031621596,47513.88514680484,34547.999999999985,120.07773403196464,Baseline_mediana,target,2,0.1
0.4454953574712366,0.3305828258160694,0.25129945438642487,0.7519492609032785,46173.401089855375,25375.20767577349,13674.184896493622,35.20306313529215,Ridge,target,2,0.1
0.42218265530452037,0.31096782523533645,0.23631298674032752,0.7772309081884203,44990.10697964658,24203.905633718074,13383.018090226282,33.05147128601632,HistGradientBoosting,target,2,0.6
0.4221555730092591,0.30930906801316804,0.2318031443159514,0.7772594877841817,44687.14262468326,24000.171924861188,13230.675781250004,32.75561379698663,XGBoost,target,2,0.4
0.42356566980608396,0.3104847120138015,0.23286340431135777,0.7757689934633389,44557.22587568528,24073.475877386307,13268.46550035993,33.03488667592668,LightGBM,target,2,0.5
0.4202141883967868,0.307953968098823,0.23039583239466843,0.7793034295205341,44788.38245169085,23935.538813166364,13267.470900487955,32.83488939593307,CatBoost,target,2,2.3
0.9089435547589021,0.6989401244219778,0.565644635467188,-3.39307268701905e-05,81593.47122620822,49889.90701364573,32767.036174876546,111.16373912898962,Baseline_media,target,3,0.1
0.9147001024208923,0.6936710414148909,0.5466386807329675,-0.012740929618835661,79685.64210912588,49562.41191709845,34782.5,123.25972116377046,Baseline_mediana,target,3,0.1
0.46321833790377104,0.3390319277651591,0.2563949840916093,0.7402758135139644,56554.206676531205,27262.169402620242,14254.319107316,35.619650954822625,Ridge,target,3,0.2
0.44762644964406706,0.32494725657191487,0.24427985400976127,0.7574661349646523,56061.81695456691,26426.64204294108,13787.016325107126,34.32636992584436,HistGradientBoosting,target,3,0.7
0.44379913947392746,0.3211937607798735,0.2424361090904421,0.7615958459878709,55487.573741200664,26180.060822481933,13559.698242187487,34.193834503637646,XGBoost,target,3,0.4
0.45039859030877427,0.3264045922526026,0.2442909553181707,0.754452819386489,56124.78589116162,26552.794225060727,13679.657122292367,34.57785922807933,LightGBM,target,3,0.5
0.4408755207072555,0.3188607357225625,0.23810094747925792,0.7647265732542015,55605.95160300586,26084.89853624809,13283.548959701919,33.7819009675024,CatBoost,target,3,2.4
0.9065455068124441,0.7035970184142382,0.5847903184124981,-2.8310286061872247e-05,77946.23111047258,49740.67785621967,34037.29277779608,110.84556183391987,Baseline_media,target,4,0.1
