variable,shap_medio_abs,ic_inferior,ic_superior,importancia_impureza
"AISelect_Yes, I use AI tools daily",0.0064209760166704655,,,0.0025913664139807224
platform__google_cloud,0.006368040107190609,,,0.0031222605612128973
Industry_Higher Education,0.005988983903080225,,,0.007736413739621639
language__javascript,0.005982948001474142,,,0.003524277126416564
platform__datadog,0.005902120377868414,,,0.007448526564985514
database__n,0.005878818221390247,,,0.0027409675531089306
database__mongodb,0.00563221238553524,,,0.0028912671841681004
language__visual_basic_(.net),0.004551177844405174,,,0.0063774604350328445
Industry_Banking/Financial Services,0.004515030421316624,,,0.00451592355966568
language__ruby,0.004503352101892233,,,0.004526536911725998
AIThreat_No,0.004331014584749937,,,0.0025017685256898403
database__oracle,0.0043110172264277935,,,0.003956897184252739
Industry_Manufacturing,0.004204080440104008,,,0.004442435689270496
language__bash_shell_(all_shells),0.004165519028902054,,,0.004842846188694239
platform__composer,0.004094416741281748,,,0.0041075400076806545
"EdLevel_Professional degree (JD, MD, Ph.D, Ed.D, etc.)",0.004011690616607666,,,0.0026421824004501104
Age_55-64 years old,0.0038792002014815807,,,0.0029180326964706182
platform__microsoft_azure,0.0038344974163919687,,,0.0029142580460757017
database__bigquery,0.0037273778580129147,,,0.004382757004350424
database__snowflake,0.003681688802316785,,,0.005245246458798647
platform__cloudflare,0.003620772622525692,,,0.0030050298664718866
platform__docker,0.0036184333730489016,,,0.0024386043660342693
"AISelect_No, and I don't plan to",0.0035799164324998856,,,0.0026906670536845922
"EdLevel_Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",0.0035570792388170958,,,0.0029733413830399513
"AIAgents_No, I use AI exclusively in copilot/autocomplete mode",0.003391435369849205,,,0.002622158732265234
platform__apt,0.0033693863078951836,,,0.0030547105707228184
Industry_Government,0.0033587953075766563,,,0.004840929992496967
Age_25-34 years old,0.003346405690535903,,,0.007330931723117828
database__databricks_sql,0.003180638886988163,,,0.004185469821095467
language__assembly,0.003127798903733492,,,0.00377911189571023
ICorPM_Individual contributor,0.003111816244199872,,,0.0035145210567861795
Age_35-44 years old,0.003026524093002081,,,0.002783187199383974
database__postgresql,0.002966407686471939,,,0.00248157000169158
language__scala,0.0028723643627017736,,,0.005527700297534466
database__microsoft_access,0.002800743095576763,,,0.006283632945269346
"EdLevel_Associate degree (A.A., A.S., etc.)",0.00259023392572999,,,0.003641765099018812
database__dynamodb,0.002561064437031746,,,0.004755212459713221
"EdLevel_Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0.0025527779944241047,,,0.0016034224536269903
"LearnCodeAI_No, I didn't spend time learning in the past year",0.002502929186448455,,,0.005295268259942532
"AIAgents_Yes, I use AI agents at work weekly",0.0024573022965341806,,,0.003332271007820964
database__clickhouse,0.0024482375010848045,,,0.006393980700522661
platform__maven_(build_tool),0.002357705496251583,,,0.0028684663120657206
platform__poetry,0.002246306510642171,,,0.0028601589147001505
database__influxdb,0.002160813193768263,,,0.0043462226167321205
platform__yarn,0.0020442313980311155,,,0.00335267698392272
income_group_Upper middle income,0.0019531643483787775,,,0.003664875403046608
platform__vite,0.001948680030182004,,,0.002385453088209033
platform__msbuild,0.0019356057746335864,,,0.0038067239802330732
platform__bun,0.00185586663428694,,,0.0024383605923503637
income_group_Lower middle income,0.0018401917768642306,,,0.012086193077266216
platform__make,0.0018296684138476849,,,0.002516641281545162
"LearnCodeAI_No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies",0.0018116198480129242,,,0.0025851395912468433
Age_45-54 years old,0.0018023622687906027,,,0.0018813756760209799
language__python,0.0017499440582469106,,,0.003028558799996972
language__ocaml,0.001737043960019946,,,0.006340310908854008
platform__cargo,0.0017173971282318234,,,0.0031493806745857
language__r,0.001699908054433763,,,0.0024558354634791613
AIThreat_Yes,0.0016730776987969875,,,0.0028617060743272305
OrgSize_100 to 499 employees,0.0016169090522453189,,,0.002220029477030039
"AIAgents_Yes, I use AI agents at work monthly or infrequently",0.0016156474594026804,,,0.0023744883947074413
language__java,0.0016125085530802608,,,0.0018056713743135333
AIThreat_I'm not sure,0.0015237248735502362,,,0.002126541454344988
platform__firebase,0.0015159758040681481,,,0.0026231836527585983
platform__webpack,0.0015051832888275385,,,0.0025716088712215424
language__delphi,0.001496745622716844,,,0.0032033990137279034
"LearnCodeAI_Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",0.001479051890783012,,,0.0021121841855347157
language__kotlin,0.0014441104140132666,,,0.0028598736971616745
database__supabase,0.001411139382980764,,,0.002814055420458317
database__ibm_db2,0.00139023142401129,,,0.0027849359903484583
platform__gradle,0.0013262839056551456,,,0.0027209878899157047
"OrgSize_Just me - I am a freelancer, sole proprietor, etc.",0.0013120408402755857,,,0.006263321731239557
"AIAgents_Yes, I use AI agents at work daily",0.0013040503254160285,,,0.0025394160766154528
"RemoteWork_Your choice (very flexible, you can come in when you want or just as needed)",0.001292301923967898,,,0.0019988801795989275
platform__pacman,0.0012561860494315624,,,0.002570736687630415
platform__pnpm,0.0012480082223191857,,,0.002776619978249073
Industry_Other:,0.0012293185573071241,,,0.0030035818926990032
language__gdscript,0.001222748775035143,,,0.0024967349600046873
"AISelect_No, but I plan to soon",0.0012210323475301266,,,0.0029890856239944696
AIAgents_nan,0.0011786987306550145,,,0.0040533412247896194
language__swift,0.001171741634607315,,,0.0027067302726209164
"AIAgents_No, but I plan to",0.0011499148095026612,,,0.0022295063827186823
"RemoteWork_Hybrid (some remote, leans heavy to in-person)",0.0011457158252596855,,,0.0018785451538860798
language__c,0.0011295393342152238,,,0.0021831393241882324
language__micropython,0.0011141193099319935,,,0.003230484900996089
database__h2,0.001091198530048132,,,0.0022602644748985767
database__cloud_firestore,0.001083515351638198,,,0.0030132366809993982
Age_65 years or older,0.0010811124229803681,,,0.0030566526111215353
platform__pip,0.0010499198688194156,,,0.002365844091400504
"RemoteWork_Hybrid (some in-person, leans heavy to flexibility)",0.0010283810552209616,,,0.0021226326934993267
database__sqlite,0.0009972635889425874,,,0.002323123859241605
language__lua,0.0009816354140639305,,,0.002947281114757061
platform__vercel,0.0009664635872468352,,,0.002773446496576071
database__amazon_redshift,0.0009212794830091298,,,0.003999294713139534
database__duckdb,0.0008709805551916361,,,0.002902449108660221
Industry_Healthcare,0.0008679486927576363,,,0.00206813495606184
platform__splunk,0.0008671434479765594,,,0.00216500461101532
"LearnCodeAI_No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career",0.0008403186802752316,,,0.0022454203572124243
language__dart,0.0008288113749586046,,,0.0033058305270969868
platform__ansible,0.0008240808383561671,,,0.003089022822678089
platform__nuget,0.0008024766575545073,,,0.0024235649034380913
platform__new_relic,0.0007716799154877663,,,0.002662450075149536
"AISelect_Yes, I use AI tools monthly or infrequently",0.000770153827033937,,,0.0023603499867022038
platform__railway,0.0007599866366945207,,,0.0038880815263837576
AISelect_nan,0.000718061754014343,,,0.0026793184224516153
database__cosmos_db,0.0007079279166646302,,,0.0030672703869640827
ICorPM_No declarado,0.000686272862367332,,,0.0028302320279181004
"Industry_Transportation, or Supply Chain",0.0006759573589079082,,,0.003601080970838666
platform__chocolatey,0.0006742777768522501,,,0.0026360442861914635
"Industry_Internet, Telecomm or Information Services",0.0006545088835991919,,,0.0026474667247384787
"AISelect_Yes, I use AI tools weekly",0.0006502284086309373,,,0.002521524438634515
language__gleam,0.000633822288364172,,,0.002717801136896014
OrgSize_500 to 999 employees,0.0006287670694291592,,,0.0017052281182259321
Industry_Energy,0.0006167038227431476,,,0.002174721099436283
platform__heroku,0.0005971891805529594,,,0.0032236904371529818
language__lisp,0.0005946307210251689,,,0.0028385587502270937
language__vba,0.0005855977651663125,,,0.0029551463667303324
platform__netlify,0.0005576354451477528,,,0.002521019894629717
language__elixir,0.0005262487102299929,,,0.002992648631334305
platform__digital_ocean,0.0005041020340286195,,,0.003389454912394285
platform__podman,0.00048503640573471785,,,0.0029840837232768536
language__matlab,0.00047794889542274177,,,0.0024612259585410357
database__cassandra,0.0004754118563141674,,,0.0035078562796115875
EdLevel_Other (please specify):,0.0004573744663503021,,,0.0036742263473570347
database__firebase_realtime_database,0.00043795930105261505,,,0.0025578737258911133
Industry_Retail and Consumer Services,0.0004252660437487066,,,0.0023702899925410748
platform__ninja,0.00041501253144815564,,,0.0029467178974300623
language__otras,0.00040298374369740486,,,0.002842608606442809
language__f#,0.0003834127855952829,,,0.0022174036130309105
platform__supabase,0.0003716892097145319,,,0.002199335489422083
language__zig,0.00035982581903226674,,,0.0049851518124341965
Industry_Media & Advertising Services,0.000290348834823817,,,0.002423445461317897
OrgSize_I don’t know,0.00027978228172287345,,,0.002875441685318947
language__perl,0.0002590495569165796,,,0.0021271531004458666
language__groovy,0.00023092891206033528,,,0.0018901271978393197
database__valkey,0.00022370890656020492,,,0.002814000938087702
RemoteWork_No declarado,0.00020990379562135786,,,0.00213341461494565
platform__otras,0.00019446221995167434,,,0.00209029670804739
database__otras,0.00019404792692512274,,,0.002649466972798109
Industry_Insurance,0.00017651167581789196,,,0.001800272730179131
Industry_Computer Systems Design and Services,0.000172173444298096,,,0.0018609879771247506
database__neo4j,0.00014954383368603885,,,0.003786242799833417
EdLevel_Primary/elementary school,0.00012639947817660868,,,0.004893551580607891
OrgSize_infrequent_sklearn,0.0001152611366705969,,,0.0024353882763534784
language__fortran,0.00011099920811830088,,,0.001189892296679318
AIThreat_infrequent_sklearn,0.00010278205445501953,,,0.003312074113637209
Industry_infrequent_sklearn,8.790436550043523e-05,,,0.002316749654710293
EdLevel_infrequent_sklearn,8.400759543292224e-05,,,0.0014874213375151157
language__erlang,2.1449997802847065e-05,,,0.003375010099261999
Age_infrequent_sklearn,1.9004044588655233e-05,,,0.0009192082798108459
LearnCodeAI_infrequent_sklearn,0.0,,,0.0
