variable,shap_medio_abs,ic_inferior,ic_superior,importancia_impureza
language__c++,0.006326439790427685,,,0.003717665793374181
ICorPM_People manager,0.0060328827239573,,,0.004027996677905321
"OrgSize_5,000 to 9,999 employees",0.0059946198016405106,,,0.003736049635335803
"Industry_Information Services, IT, Software Development, or other Technology",0.005794324446469545,,,0.0033911913633346558
platform__n,0.005720542278140783,,,0.0025513360742479563
platform__cloudflare,0.005711723119020462,,,0.003219590988010168
language__javascript,0.005641089752316475,,,0.002441082149744034
language__ruby,0.005561435595154762,,,0.0037719286046922207
database__n,0.005487529095262289,,,0.0024461986031383276
database__dynamodb,0.005158126354217529,,,0.005438896361738443
Age_25-34 years old,0.0051191127859056,,,0.0022765384055674076
database__bigquery,0.004910430870950222,,,0.0061507271602749825
database__mongodb,0.004489660728722811,,,0.002673643408343196
Industry_Higher Education,0.004341769497841597,,,0.007440957240760326
database__snowflake,0.004227480851113796,,,0.006708922795951366
language__kotlin,0.004130139481276274,,,0.0033260113559663296
"EdLevel_Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0.004113337025046349,,,0.00262798392213881
database__postgresql,0.0040117958560585976,,,0.002986951731145382
"EdLevel_Associate degree (A.A., A.S., etc.)",0.0038139845710247755,,,0.0036251102574169636
language__sql,0.003711045952513814,,,0.001967130694538355
"EdLevel_Professional degree (JD, MD, Ph.D, Ed.D, etc.)",0.003700478235259652,,,0.0028658288065344095
platform__vercel,0.0036625955253839493,,,0.0028384579345583916
language__scala,0.003482737811282277,,,0.00418798066675663
language__n,0.0033695052843540907,,,0.00216475292108953
platform__vmware,0.003144817193970084,,,0.0029098112136125565
language__powershell,0.0030947686173021793,,,0.0025638993829488754
OrgSize_500 to 999 employees,0.0030500409193336964,,,0.0019339276477694511
database__cosmos_db,0.0030387360602617264,,,0.0028179832734167576
"Industry_Manufacturing, Transportation, or Supply Chain",0.003020472824573517,,,0.004837494343519211
"RemoteWork_Hybrid (some remote, some in-person)",0.0029545940924435854,,,0.002846440998837352
language__objective-c,0.002851605648174882,,,0.005519997328519821
language__visual_basic_(.net),0.0028375342953950167,,,0.004600649233907461
Age_45-54 years old,0.002759601455181837,,,0.002555644838139415
"EdLevel_Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",0.002593624172732234,,,0.0038797566667199135
platform__fly.io,0.002529408549889922,,,0.006397808901965618
Age_35-44 years old,0.0022544395178556442,,,0.0020392730366438627
database__sqlite,0.002253439277410507,,,0.0024785546120256186
income_group_Upper middle income,0.0021506634075194597,,,0.010765878483653069
Industry_No declarado,0.002129016676917672,,,0.002287063514813781
language__python,0.0021161914337426424,,,0.002009572461247444
language__elixir,0.002108693355694413,,,0.003943850751966238
database__microsoft_access,0.0019438245799392462,,,0.0038380827754735947
Age_55-64 years old,0.0018812009366229177,,,0.001771592884324491
ICorPM_No declarado,0.001868284773081541,,,0.0024450060445815325
language__gdscript,0.0016662311973050237,,,0.0031423941254615784
language__swift,0.0015748607693240047,,,0.0026682596653699875
platform__heroku,0.0015403878642246127,,,0.0023034035693854094
language__bash_shell_(all_shells),0.0015023228479549289,,,0.002480937633663416
platform__managed_hosting,0.001460144529119134,,,0.003188015893101692
language__solidity,0.001458779675886035,,,0.0034878673031926155
language__ocaml,0.001440174295566976,,,0.0053113903850317
language__dart,0.0014133385848253965,,,0.002461185911670327
database__ibm_db2,0.0014024333795532584,,,0.0037860439624637365
language__vba,0.001330900238826871,,,0.0026347858365625143
platform__openshift,0.0012436143588274717,,,0.002640661085024476
language__clojure,0.0011757967295125127,,,0.0036695958115160465
platform__microsoft_azure,0.0011688729282468557,,,0.00237655988894403
language__java,0.0010391087271273136,,,0.001934817060828209
"platform__linode,_now_akamai",0.0010088682174682617,,,0.002074196934700012
platform__firebase,0.0009771186159923673,,,0.0024687370751053095
database__firebase_realtime_database,0.0009496733546257019,,,0.0025048486422747374
Industry_Retail and Consumer Services,0.0009344099089503288,,,0.003864722792059183
language__matlab,0.0008838996873237193,,,0.0022377832792699337
EdLevel_Something else,0.0008785306708887219,,,0.0023579406552016735
database__clickhouse,0.0008360621286556125,,,0.0025820760056376457
language__haskell,0.0008138728444464505,,,0.0031490034889429808
language__assembly,0.0007898203912191093,,,0.001932753948494792
language__delphi,0.0007693198276683688,,,0.0032983478158712387
database__firebird,0.0007477631443180144,,,0.0025592807214707136
platform__netlify,0.0007476962637156248,,,0.0021827344316989183
OrgSize_I don’t know,0.0007294662646017969,,,0.002350781112909317
language__lua,0.0007061476353555918,,,0.003018795745447278
Industry_Advertising Services,0.0006962983752600849,,,0.0035533723421394825
database__cockroachdb,0.0006669953581877053,,,0.002093527466058731
Age_65 years or older,0.0006607880350202322,,,0.002178595867007971
language__otras,0.0006536182481795549,,,0.002294377190992236
language__c,0.0006466185441240668,,,0.0019479281036183238
platform__render,0.0006440313882194459,,,0.002081865444779396
language__r,0.0006283641560003161,,,0.0022602437529712915
platform__hetzner,0.0006265272386372089,,,0.0035284676123410463
Industry_Other,0.0006254292093217373,,,0.0019388695945963264
"AISelect_No, but I plan to soon",0.0006151273846626282,,,0.0017471531173214316
language__groovy,0.0006131062400527298,,,0.0016242078272625804
"OrgSize_Just me - I am a freelancer, sole proprietor, etc.",0.0006023361929692328,,,0.0031709601171314716
OrgSize_100 to 499 employees,0.0005795874749310315,,,0.0016772549133747816
language__f#,0.0005726434173993766,,,0.0023085151333361864
database__cassandra,0.0005716817104257643,,,0.002005589660257101
language__perl,0.0005527864559553564,,,0.0019746494945138693
platform__digital_ocean,0.00044669597991742194,,,0.0018365008290857077
language__crystal,0.00043205745168961585,,,0.00293139461427927
Industry_Healthcare,0.00042336274054832757,,,0.0015592314302921295
Industry_Wholesale,0.00042196555295959115,,,0.0024786617141216993
platform__ovh,0.0004099249199498445,,,0.0031036490108817816
database__supabase,0.0004075867764186114,,,0.0022839822340756655
language__erlang,0.00039796080091036856,,,0.0026543063577264547
database__duckdb,0.0003577664028853178,,,0.0019197099609300494
language__fortran,0.0003560009936336428,,,0.002192725660279393
language__zig,0.0003556293959263712,,,0.006961120292544365
platform__oracle_cloud_infrastructure_(oci),0.00033269604318775237,,,0.0025457204319536686
platform__ibm_cloud_or_watson,0.00032574142096564174,,,0.0019870540127158165
language__cobol,0.00032495090272277594,,,0.001392970560118556
database__cloud_firestore,0.000300215178867802,,,0.002655931282788515
database__h2,0.00029064490809105337,,,0.0031709615141153336
Industry_Insurance,0.0002418092335574329,,,0.002024442655965686
database__couchbase,0.0002405984851066023,,,0.0021592555567622185
database__datomic,0.00023124970903154463,,,0.0021829858887940645
platform__vultr,0.0002305431553395465,,,0.002156018279492855
database__neo4j,0.00021860227570869029,,,0.0025451581459492445
language__lisp,0.00021371377806644887,,,0.0018518397118896246
language__sas,0.00020995171507820487,,,0.0018187772948294878
database__solr,0.0002032779884757474,,,0.0020948173478245735
language__ada,0.00019681772391777486,,,0.0011621280573308468
Industry_Oil & Gas,0.00019650081230793148,,,0.002034392673522234
language__apex,0.0001874817389762029,,,0.001220537582412362
platform__colocation,0.00014818584895692766,,,0.0016117807244881988
database__influxdb,0.00012722362589556724,,,0.002703959122300148
platform__scaleway,0.00011321490455884486,,,0.002697963733226061
database__couch_db,0.00011311523849144578,,,0.0024770027957856655
language__prolog,0.00011291798000456765,,,0.00214827130548656
EdLevel_Primary/elementary school,0.00011070664913859218,,,0.0012336825020611286
language__julia,8.906131552066654e-05,,,0.002072805305942893
database__otras,6.450043292716146e-05,,,0.0016355946427211165
Industry_Legal Services,6.3972023781389e-05,,,0.001603584853000939
OrgSize_infrequent_sklearn,5.014573616790585e-05,,,0.0015355342766270041
Age_infrequent_sklearn,4.8614929255563766e-05,,,0.001642662100493908
platform__openstack,2.88198880298296e-05,,,0.0015233953017741442
platform__otras,0.0,,,0.0
