modelo,r2_medio,r2_desv,parametros
HistGradientBoosting,0.7727,0.0006,"{""l2_regularization"": 1.77907, ""learning_rate"": 0.04612, ""max_depth"": 3, ""max_iter"": 247, ""max_leaf_nodes"": 37, ""min_samples_leaf"": 66}"
HistGradientBoosting,0.7797,0.0017,"{""l2_regularization"": 0.00423, ""learning_rate"": 0.1196, ""max_depth"": 10, ""max_iter"": 746, ""max_leaf_nodes"": 79, ""min_samples_leaf"": 51}"
HistGradientBoosting,0.7807,0.0014,"{""l2_regularization"": 0.36832, ""learning_rate"": 0.13298, ""max_depth"": 12, ""max_iter"": 702, ""max_leaf_nodes"": 28, ""min_samples_leaf"": 31}"
HistGradientBoosting,0.782,0.001,"{""l2_regularization"": 0.04108, ""learning_rate"": 0.04281, ""max_depth"": 12, ""max_iter"": 660, ""max_leaf_nodes"": 65, ""min_samples_leaf"": 67}"
HistGradientBoosting,0.781,0.0011,"{""l2_regularization"": 3.01174, ""learning_rate"": 0.05037, ""max_depth"": 6, ""max_iter"": 684, ""max_leaf_nodes"": 37, ""min_samples_leaf"": 19}"
HistGradientBoosting,0.781,0.0017,"{""l2_regularization"": 0.59945, ""learning_rate"": 0.02178, ""max_depth"": 9, ""max_iter"": 898, ""max_leaf_nodes"": 100, ""min_samples_leaf"": 32}"
HistGradientBoosting,0.7801,0.0002,"{""l2_regularization"": 4.45131, ""learning_rate"": 0.1562, ""max_depth"": 11, ""max_iter"": 845, ""max_leaf_nodes"": 42, ""min_samples_leaf"": 32}"
HistGradientBoosting,0.7813,0.0014,"{""l2_regularization"": 0.00124, ""learning_rate"": 0.04123, ""max_depth"": 13, ""max_iter"": 839, ""max_leaf_nodes"": 106, ""min_samples_leaf"": 93}"
HistGradientBoosting,0.7808,0.0004,"{""l2_regularization"": 0.00389, ""learning_rate"": 0.01454, ""max_depth"": 11, ""max_iter"": 482, ""max_leaf_nodes"": 76, ""min_samples_leaf"": 81}"
HistGradientBoosting,0.7774,0.0003,"{""l2_regularization"": 2.01212, ""learning_rate"": 0.01024, ""max_depth"": 10, ""max_iter"": 610, ""max_leaf_nodes"": 23, ""min_samples_leaf"": 66}"
HistGradientBoosting,0.7822,0.001,"{""l2_regularization"": 0.00129, ""learning_rate"": 0.01503, ""max_depth"": 14, ""max_iter"": 863, ""max_leaf_nodes"": 93, ""min_samples_leaf"": 63}"
HistGradientBoosting,0.78,0.0008,"{""l2_regularization"": 0.00413, ""learning_rate"": 0.05839, ""max_depth"": 11, ""max_iter"": 891, ""max_leaf_nodes"": 127, ""min_samples_leaf"": 66}"
HistGradientBoosting,0.7782,0.0015,"{""l2_regularization"": 7.22621, ""learning_rate"": 0.26403, ""max_depth"": 9, ""max_iter"": 585, ""max_leaf_nodes"": 17, ""min_samples_leaf"": 60}"
HistGradientBoosting,0.7813,0.0013,"{""l2_regularization"": 0.00015, ""learning_rate"": 0.07951, ""max_depth"": 4, ""max_iter"": 419, ""max_leaf_nodes"": 68, ""min_samples_leaf"": 91}"
HistGradientBoosting,0.7797,0.0015,"{""l2_regularization"": 0.00247, ""learning_rate"": 0.21959, ""max_depth"": 5, ""max_iter"": 837, ""max_leaf_nodes"": 16, ""min_samples_leaf"": 57}"
HistGradientBoosting,0.7742,0.0017,"{""l2_regularization"": 0.02801, ""learning_rate"": 0.28571, ""max_depth"": 9, ""max_iter"": 638, ""max_leaf_nodes"": 89, ""min_samples_leaf"": 60}"
HistGradientBoosting,0.7799,0.0013,"{""l2_regularization"": 0.00154, ""learning_rate"": 0.11903, ""max_depth"": 10, ""max_iter"": 809, ""max_leaf_nodes"": 84, ""min_samples_leaf"": 90}"
HistGradientBoosting,0.7567,0.0009,"{""l2_regularization"": 0.04774, ""learning_rate"": 0.01359, ""max_depth"": 3, ""max_iter"": 400, ""max_leaf_nodes"": 73, ""min_samples_leaf"": 74}"
HistGradientBoosting,0.7785,0.0012,"{""l2_regularization"": 0.30135, ""learning_rate"": 0.18531, ""max_depth"": 14, ""max_iter"": 602, ""max_leaf_nodes"": 104, ""min_samples_leaf"": 71}"
HistGradientBoosting,0.7819,0.0013,"{""l2_regularization"": 1.11559, ""learning_rate"": 0.03274, ""max_depth"": 9, ""max_iter"": 688, ""max_leaf_nodes"": 47, ""min_samples_leaf"": 44}"
HistGradientBoosting,0.7775,0.0011,"{""l2_regularization"": 0.00858, ""learning_rate"": 0.24192, ""max_depth"": 3, ""max_iter"": 672, ""max_leaf_nodes"": 64, ""min_samples_leaf"": 27}"
HistGradientBoosting,0.7795,0.0019,"{""l2_regularization"": 0.05096, ""learning_rate"": 0.1066, ""max_depth"": 9, ""max_iter"": 343, ""max_leaf_nodes"": 104, ""min_samples_leaf"": 64}"
HistGradientBoosting,0.7719,0.0017,"{""l2_regularization"": 0.00201, ""learning_rate"": 0.2962, ""max_depth"": 14, ""max_iter"": 652, ""max_leaf_nodes"": 51, ""min_samples_leaf"": 36}"
