encoding,Modelo,RMSE_mean,RMSE_std,MAE_mean,MAE_std,R2_mean,R2_std
target,Ridge,0.22751106518617167,0.017943727822290447,0.10399229118412075,0.011111063506861429,0.8769981070285784,0.016418600377988136
