encoding,Modelo,RMSE_mean,RMSE_std,MAE_mean,MAE_std,R2_mean,R2_std
target,Ridge,0.3102620880871461,0.0020494331416057703,0.2553735743327228,0.0020028496628423857,0.804103766461671,0.0035591700723622078
target,HistGradientBoosting,0.338511502155079,0.0045266962992081845,0.2720579056929169,0.003150117528865372,0.7667438416718412,0.007834405370727172
